P.s,Item,Cond,Antecedent,Consequent,Premise,Conclusion,CondType
22,23,8,1435,489,587,604,DF
22,24,7,1942,1654,1939,794,CF
22,25,6,2489,1762,1074,1570,ACF
22,26,5,772,826,627,431,MPF
22,27,4,938,522,535,,DB
22,28,3,322,584,276,304,CB
22,29,2,1231,1025,351,654,AC
22,30,1,1277,1557,1598,302,MP
22,31,8,1010,1441,1010,376,DF
22,32,7,767,858,1048,419,CF
23,1,7,1008,1345,1587,567,CF
23,2,6,3796,2647,700,2022,ACF
23,3,5,4199,2620,1120,1895,MPF
23,4,4,924,1796,420,1017,DB
23,5,3,1804,2298,,1591,CB
23,6,2,2309,4524,2486,983,AC
23,7,1,2670,3222,,2268,MP
23,8,8,2115,2257,1783,771,DF
23,9,7,2038,2199,822,750,CF
23,10,6,2454,2893,2742,1585,ACF
23,11,5,2203,2258,1279,1295,MPF
23,12,4,2060,4959,2922,2721,DB
23,13,3,726,2333,964,1638,CB
23,14,2,1623,3036,1085,985,AC
23,15,1,1563,1279,635,867,MP
23,16,8,1857,2002,1166,2312,DF
23,17,7,2008,2326,1880,1351,CF
23,18,6,3293,2311,1365,1198,ACF
23,19,5,2378,2868,470,803,MPF
23,20,4,989,1427,562,,DB
23,21,3,1411,1444,901,1033,CB
23,22,2,4684,3437,1944,2174,AC
23,23,1,1754,890,593,1315,MP
23,24,8,1638,2137,2420,3960,DF
23,25,7,940,993,1243,873,CF
23,26,6,1361,2188,1621,1520,ACF
23,27,5,1651,1374,765,1713,MPF
23,28,4,1846,3302,545,2179,DB
23,29,3,843,1260,2859,1259,CB
23,30,2,4271,4016,3937,1308,AC
23,31,1,2342,2048,483,922,MP
23,32,8,1778,629,934,980,DF
24,1,8,3063,2977,2463,1931,DF
24,2,7,638,659,817,487,CF
24,3,6,2918,2657,4933,1511,ACF
24,4,5,1293,1283,1574,610,MPF
24,5,4,1186,927,486,535,DB
24,6,3,1601,1871,1102,708,CB
24,7,2,2349,1680,1704,1270,AC
24,8,1,1418,1116,1966,283,MP
24,9,8,4490,4690,3578,3283,DF
24,10,7,1442,2309,916,573,CF
24,11,6,4257,3858,2912,2640,ACF
24,12,5,2187,1670,1085,198,MPF
24,13,4,4757,4367,5105,1286,DB
24,14,3,1097,1732,788,319,CB
24,15,2,4385,3621,3365,1333,AC
24,16,1,4675,2478,3143,1821,MP
24,17,8,6597,5744,5869,3374,DF
24,18,7,3054,5233,2951,1252,CF
24,19,6,6212,2672,3515,1730,ACF
24,20,5,3226,789,651,403,MPF
24,21,4,1417,1321,1090,635,DB
24,22,3,3505,4821,1795,1054,CB
24,23,2,3796,4707,4260,3259,AC
24,24,1,1833,1567,647,783,MP
24,25,8,1176,965,1432,493,DF
24,26,7,2512,1201,1683,1040,CF
24,27,6,1541,1155,533,857,ACF
24,28,5,2084,2064,2542,1063,MPF
24,29,4,4171,4214,2124,1231,DB
24,30,3,841,1926,453,166,CB
24,31,2,6189,5642,4552,5720,AC
24,32,1,1716,1362,1488,1146,MP
25,1,1,1210,1066,359,261,MP
25,2,8,1642,2049,863,1155,DF
25,3,7,982,1226,1329,334,CF
25,4,6,1766,1744,1717,941,ACF
25,5,5,1227,1389,1149,437,MPF
25,6,4,1254,1182,1297,1175,DB
25,7,3,1038,531,477,253,CB
25,8,2,589,772,892,404,AC
25,9,1,613,1982,1054,382,MP
25,10,8,744,746,502,480,DF
25,11,7,1117,1084,1606,910,CF
25,12,6,1503,761,583,396,ACF
25,13,5,1301,765,521,226,MPF
25,14,4,812,631,742,584,DB
25,15,3,529,720,705,352,CB
25,16,2,1006,2307,465,197,AC
25,17,1,1106,1518,582,350,MP
25,18,8,1370,1442,615,662,DF
25,19,7,1043,1942,1596,728,CF
25,20,6,1244,1438,1167,308,ACF
25,21,5,1575,744,965,703,MPF
25,22,4,697,658,358,993,DB
25,23,3,1531,1493,448,356,CB
25,24,2,865,907,1026,420,AC
25,25,1,712,826,669,232,MP
25,26,8,1127,1103,720,622,DF
25,27,7,736,892,895,335,CF
25,28,6,1598,2032,1771,818,ACF
25,29,5,1097,1477,599,702,MPF
25,30,4,332,1029,600,610,DB
25,31,3,1219,2170,1217,750,CB
25,32,2,1190,1588,1023,1024,AC
26,1,2,846,1205,1434,1234,AC
26,2,1,907,1072,949,785,MP
26,3,8,567,1267,799,835,DF
26,4,7,2060,1405,5190,1527,CF
26,5,6,1973,1952,704,1870,ACF
26,6,5,3124,4150,2622,591,MPF
26,7,4,1171,1859,818,381,DB
26,8,3,346,528,1367,236,CB
26,9,2,515,842,511,314,AC
26,10,1,1062,2262,855,893,MP
26,11,8,1752,1285,432,1893,DF
26,12,7,2430,2500,2741,1640,CF
26,13,6,3108,2672,2273,1510,ACF
26,14,5,1798,1353,2124,503,MPF
26,15,4,1106,1090,870,630,DB
26,16,3,1101,1145,845,280,CB
26,17,2,955,1398,705,705,AC
26,18,1,797,1204,1559,690,MP
26,19,8,423,540,565,1274,DF
26,20,7,1021,1388,3249,702,CF
26,21,6,1059,2060,1858,1126,ACF
26,22,5,1215,1104,1788,899,MPF
26,23,4,1613,1183,555,883,DB
26,24,3,1068,1057,727,305,CB
26,25,2,1166,1968,1743,254,AC
26,26,1,1578,789,771,456,MP
26,27,8,1974,2447,2669,2638,DF
26,28,7,561,1154,1741,1099,CF
26,29,6,5258,4060,4410,2122,ACF
26,30,5,710,1162,901,316,MPF
26,31,4,1161,1703,1106,404,DB
26,32,3,1228,900,1438,529,CB
27,1,3,1285,1419,344,607,CB
27,2,2,898,984,334,554,AC
27,3,1,3215,2254,3180,1211,MP
27,4,8,1159,2213,2686,875,DF
27,5,7,2498,2614,2700,1325,CF
27,6,6,900,594,979,780,ACF
27,7,5,4827,4524,1144,506,MPF
27,8,4,4656,4812,448,544,DB
27,9,3,1888,1859,1166,579,CB
27,10,2,2558,3714,1252,1247,AC
27,11,1,4026,2012,566,387,MP
27,12,8,592,568,613,343,DF
27,13,7,2730,2159,3132,420,CF
27,14,6,4205,3523,2530,377,ACF
27,15,5,3857,2359,1284,2868,MPF
27,16,4,2585,2706,1573,598,DB
27,17,3,320,533,208,1089,CB
27,18,2,1275,1076,399,1645,AC
27,19,1,6799,6227,732,318,MP
27,20,8,1428,2954,465,1064,DF
27,21,7,733,924,872,1625,CF
27,22,6,4737,2783,1486,1401,ACF
27,23,5,1823,1234,1103,989,MPF
27,24,4,2208,2993,3030,1234,DB
27,25,3,3444,4143,3982,3338,CB
27,26,2,1104,1004,1112,724,AC
27,27,1,4445,4033,2825,1088,MP
27,28,8,5407,6406,5187,1777,DF
27,29,7,1181,786,2024,851,CF
27,30,6,1580,1517,2304,794,ACF
27,31,5,4862,5346,3998,3214,MPF
27,32,4,540,767,849,881,DB
28,1,4,1385,1742,1856,667,DB
28,2,3,1147,1407,747,2148,CB
28,3,2,1427,2804,1365,1304,AC
28,4,1,2192,1260,1554,1568,MP
28,5,8,3512,1907,850,784,DF
28,6,7,2877,3173,1799,1062,CF
28,7,6,1902,4107,972,1209,ACF
28,8,5,2631,3192,1181,345,MPF
28,9,4,682,1683,2670,2982,DB
28,10,3,1241,930,740,1083,CB
28,11,2,2625,3188,2766,1390,AC
28,12,1,1800,3150,1734,1152,MP
28,13,8,864,1246,1613,1961,DF
28,14,7,5169,4515,1067,358,CF
28,15,6,4814,6796,3142,1088,ACF
28,16,5,1527,1119,1212,1114,MPF
28,17,4,1934,2139,1447,588,DB
28,18,3,1800,3201,1041,1348,CB
28,19,2,801,1333,829,979,AC
28,20,1,791,2295,911,2624,MP
28,21,8,1294,1424,629,132,DF
28,22,7,2036,2191,1607,420,CF
28,23,6,1831,2509,1159,1610,ACF
28,24,5,558,908,979,275,MPF
28,25,4,557,1336,1201,363,DB
28,26,3,1242,2116,784,1738,CB
28,27,2,859,2029,1651,968,AC
28,28,1,851,1156,1306,1579,MP
28,29,8,950,1997,763,1065,DF
28,30,7,2090,3923,2211,710,CF
28,31,6,1249,1461,1148,1740,ACF
28,32,5,2313,1728,664,1372,MPF
29,1,5,2972,2512,1228,1635,MPF
29,2,4,1458,1712,1452,855,DB
29,3,3,561,1519,454,711,CB
29,4,2,1330,1934,1964,1072,AC
29,5,1,1635,2043,1119,1121,MP
29,6,8,2142,4213,2147,3184,DF
29,7,7,3797,2634,5974,7039,CF
29,8,6,603,1432,1572,531,ACF
29,9,5,1006,3187,882,1046,MPF
29,10,4,1434,1084,1082,945,DB
29,11,3,464,1681,384,684,CB
29,12,2,4575,8597,3671,2789,AC
29,13,1,3429,3823,6616,5819,MP
29,14,8,1594,1685,707,737,DF
29,15,7,2432,3336,2069,1843,CF
29,16,6,2793,3788,2729,2519,ACF
29,17,5,596,2397,842,938,MPF
29,18,4,1512,2185,660,1187,DB
29,19,3,2880,6920,966,3666,CB
29,20,2,958,1749,1389,1448,AC
29,21,1,200,2406,907,683,MP
29,22,8,1470,2500,635,546,DF
29,23,7,1091,1239,1655,788,CF
29,24,6,1740,1451,1607,1202,ACF
29,25,5,755,1755,1536,,MPF
29,26,4,1260,1826,1316,538,DB
29,27,3,1935,3822,1107,547,CB
29,28,2,1432,1435,905,510,AC
29,29,1,1292,2555,574,990,MP
29,30,8,2072,1961,785,514,DF
29,31,7,2232,1338,801,1649,CF
29,32,6,2581,2581,2181,1946,ACF
30,1,6,1620,2301,2010,620,ACF
30,2,5,1509,1158,2191,1163,MPF
30,3,4,770,1381,1762,740,DB
30,4,3,445,2519,1121,601,CB
30,5,2,870,1719,690,2142,AC
30,6,1,779,1800,1617,345,MP
30,7,8,1476,2040,1693,1155,DF
30,8,7,1272,2302,1366,1825,CF
30,9,6,580,1312,639,1525,ACF
30,10,5,454,1558,736,2017,MPF
30,11,4,906,945,702,610,DB
30,12,3,610,1176,590,1185,CB
30,13,2,1391,1516,851,441,AC
30,14,1,1169,1616,1283,1740,MP
30,15,8,911,1012,2336,1438,DF
30,16,7,1746,3906,2552,2234,CF
30,17,6,1303,1512,683,1140,ACF
30,18,5,2761,2734,2534,3181,MPF
30,19,4,637,1331,538,1452,DB
30,20,3,285,1705,586,948,CB
30,21,2,834,2527,1702,991,AC
30,22,1,1099,2107,481,356,MP
30,23,8,627,1821,1146,1173,DF
30,24,7,1174,3120,883,1062,CF
30,25,6,1328,2055,658,1279,ACF
30,26,5,1248,2344,2133,1774,MPF
30,27,4,374,939,1964,487,DB
30,28,3,837,1951,2238,928,CB
30,29,2,698,1352,1471,1294,AC
30,30,1,679,2043,610,337,MP
30,31,8,3517,2349,1940,727,DF
30,32,7,1956,4303,1477,396,CF
31,1,7,1541,1378,1435,571,CF
31,2,6,2029,2017,1166,761,ACF
31,3,5,1390,1169,1261,187,MPF
31,4,4,1736,1858,1030,,DB
31,5,3,577,567,767,,CB
31,6,2,1229,1448,2610,3420,AC
31,7,1,899,483,542,529,MP
31,8,8,3912,1079,1867,369,DF
31,9,7,2011,1831,999,771,CF
31,10,6,4365,5239,3316,1623,ACF
31,11,5,2446,1756,2342,473,MPF
31,12,4,1038,1459,1098,523,DB
31,13,3,508,530,525,378,CB
31,14,2,1744,1322,1183,1258,AC
31,15,1,1164,1976,1029,553,MP
31,16,8,499,842,911,364,DF
31,17,7,3660,4832,3504,1990,CF
31,18,6,987,2550,1798,375,ACF
31,19,5,3420,3379,2690,1902,MPF
31,20,4,1146,578,1179,188,DB
31,21,3,1046,982,918,333,CB
31,22,2,1335,800,557,304,AC
31,23,1,1426,1234,1246,726,MP
31,24,8,998,1175,586,696,DF
31,25,7,1480,2586,1154,1072,CF
31,26,6,3627,4012,2046,1002,ACF
31,27,5,2147,1094,1787,701,MPF
31,28,4,1266,645,607,248,DB
31,29,3,929,1045,459,294,CB
31,30,2,2575,2291,1736,986,AC
31,31,1,919,1078,524,574,MP
31,32,8,3416,2862,3171,2983,DF
32,1,8,567,870,509,921,DF
32,2,7,1539,1329,2118,1959,CF
32,3,6,2030,2220,1224,1595,ACF
32,4,5,1950,2383,1178,988,MPF
32,5,4,2862,2248,1768,943,DB
32,6,3,1489,2446,857,485,CB
32,7,2,2389,2997,1014,955,AC
32,8,1,2566,847,996,1004,MP
32,9,8,2838,4419,4074,2716,DF
32,10,7,1591,3223,5240,2616,CF
32,11,6,2011,2015,3656,1634,ACF
32,12,5,2998,3716,2698,1123,MPF
32,13,4,3074,3059,2887,2245,DB
32,14,3,1628,2270,1411,1279,CB
32,15,2,3970,1703,1289,995,AC
32,16,1,1798,1786,1375,1232,MP
32,17,8,1454,2126,3063,1077,DF
32,18,7,2054,2293,4227,1815,CF
32,19,6,1029,3788,4641,2939,ACF
32,20,5,1683,1152,4616,734,MPF
32,21,4,1785,2221,1496,979,DB
32,22,3,2111,1662,1155,480,CB
32,23,2,2613,2019,1853,782,AC
32,24,1,1125,1577,933,484,MP
32,25,8,1269,3182,2271,1094,DF
32,26,7,2108,1336,2020,2152,CF
32,27,6,2647,3034,3636,2099,ACF
32,28,5,1455,2957,3328,1235,MPF
32,29,4,1651,1643,1003,1342,DB
32,30,3,2520,1585,2043,1604,CB
32,31,2,2885,2176,1742,969,AC
32,32,1,2020,1658,675,1008,MP
33,1,1,1114,2340,755,443,MP
33,2,8,2243,2769,1608,883,DF
33,3,7,482,1379,929,1011,CF
33,4,6,1837,2995,2119,429,ACF
33,5,5,1987,2453,1628,,MPF
33,6,4,737,2026,1109,222,DB
33,7,3,1217,1897,1195,,CB
33,8,2,2064,1771,869,670,AC
33,9,1,518,474,802,,MP
33,10,8,543,1453,862,265,DF
33,11,7,2069,1876,620,922,CF
33,12,6,957,1558,867,199,ACF
33,13,5,1192,2100,1654,257,MPF
33,14,4,1172,2704,1716,575,DB
33,15,3,813,987,1300,394,CB
33,16,2,2523,3850,2054,,AC
33,17,1,1556,3026,585,259,MP
33,18,8,1369,2006,507,228,DF
33,19,7,2574,3977,1507,422,CF
33,20,6,1443,1057,579,1387,ACF
33,21,5,1060,1815,2169,,MPF
33,22,4,846,2067,782,169,DB
33,23,3,2099,1942,785,468,CB
33,24,2,2601,2209,1056,683,AC
33,25,1,915,2545,648,,MP
33,26,8,1212,1484,1179,,DF
33,27,7,1913,2055,1515,699,CF
33,28,6,1890,3450,1546,355,ACF
33,29,5,2389,2529,799,1738,MPF
33,30,4,8501,3440,1017,91,DB
33,31,3,1239,1467,916,346,CB
33,32,2,1893,2926,566,419,AC
34,1,2,329,775,,843,AC
34,2,1,709,1008,1836,797,MP
34,3,8,861,1724,1007,648,DF
34,4,7,947,1814,1275,357,CF
34,5,6,928,1133,768,965,ACF
34,6,5,1200,1732,463,1213,MPF
34,7,4,607,1030,733,1651,DB
34,8,3,795,1336,1024,445,CB
34,9,2,851,1718,703,,AC
34,10,1,1097,1216,1362,1928,MP
34,11,8,1239,1883,657,387,DF
34,12,7,1921,3438,888,1681,CF
34,13,6,842,549,1064,1181,ACF
34,14,5,2007,1419,1688,1027,MPF
34,15,4,1399,2271,2154,1045,DB
34,16,3,522,911,730,1364,CB
34,17,2,1083,1007,1082,559,AC
34,18,1,458,902,370,1424,MP
34,19,8,634,508,798,568,DF
34,20,7,1736,1513,2163,1092,CF
34,21,6,1669,1444,1249,828,ACF
34,22,5,2010,1261,1534,864,MPF
34,23,4,1503,2198,2320,879,DB
34,24,3,1321,1691,1578,3430,CB
34,25,2,800,1043,2244,250,AC
34,26,1,387,1274,438,745,MP
34,27,8,1137,1445,930,925,DF
34,28,7,638,988,681,642,CF
34,29,6,487,1085,1273,377,ACF
34,30,5,1104,1843,1531,1645,MPF
34,31,4,1894,1640,1329,3001,DB
34,32,3,496,569,796,262,CB
35,1,3,451,419,99,484,CB
35,2,2,1044,674,87,399,AC
35,3,1,513,1327,913,1122,MP
35,4,8,2363,2706,4536,2122,DF
35,5,7,330,2074,836,789,CF
35,6,6,2148,2426,1571,530,ACF
35,7,5,1957,1705,1561,1064,MPF
35,8,4,1090,2946,829,181,DB
35,9,3,1131,1733,293,,CB
35,10,2,1339,1112,553,445,AC
35,11,1,696,1323,538,229,MP
35,12,8,1085,860,1107,519,DF
35,13,7,800,1470,567,536,CF
35,14,6,1290,2471,2176,278,ACF
35,15,5,1280,845,734,287,MPF
35,16,4,1008,1226,915,490,DB
35,17,3,907,618,899,411,CB
35,18,2,464,1891,1300,930,AC
35,19,1,479,1324,771,471,MP
35,20,8,995,2458,945,783,DF
35,21,7,3669,2533,2191,1244,CF
35,22,6,2601,2475,2738,1722,ACF
35,23,5,2023,1835,962,501,MPF
35,24,4,968,1664,943,411,DB
35,25,3,1040,952,1741,586,CB
35,26,2,677,909,1331,352,AC
35,27,1,2401,2359,560,549,MP
35,28,8,1480,1311,1271,711,DF
35,29,7,1447,1058,455,823,CF
35,30,6,467,2026,1204,546,ACF
35,31,5,1225,1718,1500,367,MPF
35,32,4,1199,2169,1088,235,DB
36,1,4,722,1802,1247,585,DB
36,2,3,650,601,1338,,CB
36,3,2,2293,1963,3737,472,AC
36,4,1,902,812,810,823,MP
36,5,8,702,879,555,,DF
36,6,7,2103,2130,3583,762,CF
36,7,6,2279,2895,689,541,ACF
36,8,5,2505,2309,1331,835,MPF
36,9,4,2479,1939,1035,231,DB
36,10,3,960,1739,723,164,CB
36,11,2,846,1027,1087,1189,AC
36,12,1,517,1328,781,1398,MP
36,13,8,1224,784,173,,DF
36,14,7,993,1918,2805,1460,CF
36,15,6,1913,2250,2549,1175,ACF
36,16,5,2021,2523,2766,1424,MPF
36,17,4,668,1052,1499,174,DB
36,18,3,756,1437,560,709,CB
36,19,2,1685,1987,4103,1272,AC
36,20,1,1462,1613,1208,1762,MP
36,21,8,1691,593,791,181,DF
36,22,7,3704,4651,4761,847,CF
36,23,6,1938,1502,1833,1206,ACF
36,24,5,1499,1177,547,942,MPF
36,25,4,1313,1652,1514,837,DB
36,26,3,1055,1244,700,337,CB
36,27,2,2663,1434,1138,,AC
36,28,1,804,2439,753,852,MP
36,29,8,1219,2221,1907,1412,DF
36,30,7,1401,1998,2012,329,CF
36,31,6,1245,2069,1844,263,ACF
36,32,5,1657,1477,2368,555,MPF
37,1,5,716,1332,958,2209,MPF
37,2,4,922,1737,1405,687,DB
37,3,3,880,1206,501,579,CB
37,4,2,3240,1662,1655,830,AC
37,5,1,1737,2068,1242,799,MP
37,6,8,1198,1101,537,608,DF
37,7,7,1248,2219,3995,1879,CF
37,8,6,1693,2862,1358,1207,ACF
37,9,5,1197,877,737,818,MPF
37,10,4,2040,2406,3964,4675,DB
37,11,3,877,742,474,2028,CB
37,12,2,2539,2459,3542,2940,AC
37,13,1,1130,1058,275,315,MP
37,14,8,621,1141,1339,1533,DF
37,15,7,1917,5926,3795,5109,CF
37,16,6,674,1059,1876,743,ACF
37,17,5,1118,787,579,315,MPF
37,18,4,641,912,880,416,DB
37,19,3,1074,879,1430,1017,CB
37,20,2,2142,4275,1670,1483,AC
37,21,1,889,990,554,1237,MP
37,22,8,1992,1229,1983,1383,DF
37,23,7,1845,2699,3393,3227,CF
37,24,6,1247,1718,1319,1640,ACF
37,25,5,672,1160,656,751,MPF
37,26,4,836,1189,733,281,DB
37,27,3,1492,3445,3416,3250,CB
37,28,2,4325,4476,4924,3766,AC
37,29,1,946,876,916,601,MP
37,30,8,1860,1520,610,897,DF
37,31,7,908,1913,2150,630,CF
37,32,6,1351,1627,2841,415,ACF
38,1,6,1494,1675,976,1089,ACF
38,2,5,954,672,1084,1737,MPF
38,3,4,1124,2196,978,1150,DB
38,4,3,303,854,1078,1805,CB
38,5,2,1354,804,1716,827,AC
38,6,1,1126,1624,1035,667,MP
38,7,8,389,621,631,1353,DF
38,8,7,798,1095,1389,613,CF
38,9,6,881,1550,784,865,ACF
38,10,5,1317,1225,750,843,MPF
38,11,4,896,1004,770,699,DB
38,12,3,492,894,821,2339,CB
38,13,2,1396,1684,515,1293,AC
38,14,1,1369,1577,1200,967,MP
38,15,8,286,688,1452,1212,DF
38,16,7,1204,1654,1271,2119,CF
38,17,6,1273,1104,614,703,ACF
38,18,5,649,1571,626,1103,MPF
38,19,4,417,687,1031,933,DB
38,20,3,652,1277,883,1288,CB
38,21,2,1117,384,876,384,AC
38,22,1,322,925,714,1061,MP
38,23,8,730,1137,885,1072,DF
38,24,7,3156,1971,1406,1145,CF
38,25,6,986,782,1260,976,ACF
38,26,5,563,1057,573,1111,MPF
38,27,4,3621,5031,2908,8769,DB
38,28,3,249,334,625,1131,CB
38,29,2,905,783,1193,1057,AC
38,30,1,1323,1648,1701,1704,MP
38,31,8,703,894,568,969,DF
38,32,7,720,1806,1273,1874,CF
39,1,7,2532,2547,3867,2377,CF
39,2,6,2329,2504,2600,798,ACF
39,3,5,1419,1964,1088,1063,MPF
39,4,4,1397,3388,953,122,DB
39,5,3,1482,2998,1618,962,CB
39,6,2,1394,2999,1951,1032,AC
39,7,1,2612,1269,2656,1086,MP
39,8,8,2043,2143,1727,928,DF
39,9,7,781,2185,1626,395,CF
39,10,6,1647,1858,1803,729,ACF
39,11,5,1112,1173,775,379,MPF
39,12,4,2577,2491,1586,1531,DB
39,13,3,269,1113,316,1029,CB
39,14,2,1393,2353,1269,496,AC
39,15,1,1579,1877,448,634,MP
39,16,8,921,710,939,642,DF
39,17,7,2335,3102,1835,409,CF
39,18,6,1733,1839,1239,1043,ACF
39,19,5,1683,1790,1056,707,MPF
39,20,4,1590,1728,560,229,DB
39,21,3,197,1626,849,548,CB
39,22,2,1564,1393,873,524,AC
39,23,1,1384,1407,368,143,MP
39,24,8,1119,1133,824,578,DF
39,25,7,938,3333,589,115,CF
39,26,6,2925,6333,5162,943,ACF
39,27,5,1148,1165,1919,475,MPF
39,28,4,1458,2749,809,360,DB
39,29,3,2114,686,375,329,CB
39,30,2,2364,3020,1251,118,AC
39,31,1,1072,1955,569,583,MP
39,32,8,1673,1106,1977,813,DF
40,1,8,2194,4518,4987,4449,DF
40,2,7,2944,2412,2631,1363,CF
40,3,6,1487,591,1264,533,ACF
40,4,5,2733,2707,3122,2215,MPF
40,5,4,5672,6734,4225,6874,DB
40,6,3,665,1930,1843,1625,CB
40,7,2,2257,3115,2393,3231,AC
40,8,1,1297,855,1176,1333,MP
40,9,8,2942,1818,1324,1384,DF
40,10,7,2268,843,2465,1382,CF
40,11,6,2528,2860,4547,3578,ACF
40,12,5,1360,2617,2450,3656,MPF
40,13,4,1024,1317,3047,495,DB
40,14,3,524,488,1002,252,CB
40,15,2,2033,3741,2883,2480,AC
40,16,1,2128,797,464,400,MP
40,17,8,1941,2740,2433,2784,DF
40,18,7,357,583,1599,901,CF
40,19,6,6761,6253,4476,4089,ACF
40,20,5,4845,10175,14536,12568,MPF
40,21,4,671,1177,913,1485,DB
40,22,3,3726,3476,1318,1326,CB
40,23,2,1638,2394,506,1531,AC
40,24,1,2749,2172,796,1424,MP
40,25,8,1970,1204,2616,1391,DF
40,26,7,4127,5201,4007,2763,CF
40,27,6,2943,1458,923,2304,ACF
40,28,5,1869,2052,1623,1216,MPF
40,29,4,1583,1899,2603,2930,DB
40,30,3,532,1209,2402,1877,CB
40,31,2,1533,1649,2669,2000,AC
40,32,1,2004,809,529,456,MP
